Indicators,Series Code,Country Name,Country Code,2010
"Population, total",SP.POP.TOTL,San Marino,SMR,31608
"Population, total",SP.POP.TOTL,Sao Tome and Principe,STP,182138
"Population, total",SP.POP.TOTL,Saudi Arabia,SAU,29411929
"Population, total",SP.POP.TOTL,Senegal,SEN,12530121
"Population, total",SP.POP.TOTL,Serbia,SRB,7291436
"Population, total",SP.POP.TOTL,Seychelles,SYC,89770
"Population, total",SP.POP.TOTL,Sierra Leone,SLE,6436698
"Population, total",SP.POP.TOTL,Singapore,SGP,5076732
"Population, total",SP.POP.TOTL,Sint Maarten (Dutch part),SXM,34056
"Population, total",SP.POP.TOTL,Slovak Republic,SVK,5391428
"Population, total",SP.POP.TOTL,Slovenia,SVN,2048583
"Population, total",SP.POP.TOTL,Solomon Islands,SLB,540394
"Population, total",SP.POP.TOTL,Somalia,SOM,12026649
"Population, total",SP.POP.TOTL,South Africa,ZAF,51784921
"Population, total",SP.POP.TOTL,South Sudan,SSD,9714419
"Population, total",SP.POP.TOTL,Spain,ESP,46576897
"Population, total",SP.POP.TOTL,Sri Lanka,LKA,20668557
"Population, total",SP.POP.TOTL,St. Kitts and Nevis,KNA,47403
"Population, total",SP.POP.TOTL,St. Lucia,LCA,170935
"Population, total",SP.POP.TOTL,St. Martin (French part),MAF,36458
"Population, total",SP.POP.TOTL,St. Vincent and the Grenadines,VCT,109308
"Population, total",SP.POP.TOTL,Sudan,SDN,33739933
"Population, total",SP.POP.TOTL,Suriname,SUR,546080
"Population, total",SP.POP.TOTL,Sweden,SWE,9378126
"Population, total",SP.POP.TOTL,Switzerland,CHE,7824909
"Population, total",SP.POP.TOTL,Syrian Arab Republic,SYR,22337563
"Population, total",SP.POP.TOTL,Tajikistan,TJK,7621779
"Population, total",SP.POP.TOTL,Tanzania,TZA,45110527
"Population, total",SP.POP.TOTL,Thailand,THA,68270489
"Population, total",SP.POP.TOTL,Timor-Leste,TLS,1088486
"Population, total",SP.POP.TOTL,Togo,TGO,6571855
"Population, total",SP.POP.TOTL,Tonga,TON,107383
"Population, total",SP.POP.TOTL,Trinidad and Tobago,TTO,1410296
"Population, total",SP.POP.TOTL,Tunisia,TUN,10895063
"Population, total",SP.POP.TOTL,Turkiye,TUR,73142150
"Population, total",SP.POP.TOTL,Turkmenistan,TKM,5267970
"Population, total",SP.POP.TOTL,Turks and Caicos Islands,TCA,29726
"Population, total",SP.POP.TOTL,Tuvalu,TUV,10550
"Population, total",SP.POP.TOTL,Uganda,UGA,32341728
"Population, total",SP.POP.TOTL,Ukraine,UKR,45870741
"Population, total",SP.POP.TOTL,United Arab Emirates,ARE,8481771
"Population, total",SP.POP.TOTL,United Kingdom,GBR,62766365
"Population, total",SP.POP.TOTL,United States,USA,309327143
"Population, total",SP.POP.TOTL,Uruguay,URY,3352651
"Population, total",SP.POP.TOTL,Uzbekistan,UZB,28562400
"Population, total",SP.POP.TOTL,Vanuatu,VUT,245453
"Population, total",SP.POP.TOTL,"Venezuela, RB",VEN,28715022
"Population, total",SP.POP.TOTL,Viet Nam,VNM,87411012
"Population, total",SP.POP.TOTL,Virgin Islands (U.S.),VIR,108357
"Population, total",SP.POP.TOTL,West Bank and Gaza,PSE,3786161
"Population, total",SP.POP.TOTL,"Yemen, Rep.",YEM,24743946
"Population, total",SP.POP.TOTL,Zambia,ZMB,13792086
"Population, total",SP.POP.TOTL,Zimbabwe,ZWE,12839771
Agricultural land (sq. km),AG.LND.AGRI.K2,Afghanistan,AFG,379170
Agricultural land (sq. km),AG.LND.AGRI.K2,Albania,ALB,12013
Agricultural land (sq. km),AG.LND.AGRI.K2,Algeria,DZA,413740
Agricultural land (sq. km),AG.LND.AGRI.K2,American Samoa,ASM,25.7
Agricultural land (sq. km),AG.LND.AGRI.K2,Andorra,AND,197.7
Agricultural land (sq. km),AG.LND.AGRI.K2,Angola,AGO,448500
Agricultural land (sq. km),AG.LND.AGRI.K2,Antigua and Barbuda,ATG,90
Agricultural land (sq. km),AG.LND.AGRI.K2,Argentina,ARG,1262679
Agricultural land (sq. km),AG.LND.AGRI.K2,Armenia,ARM,17350
Agricultural land (sq. km),AG.LND.AGRI.K2,Aruba,ABW,20
Agricultural land (sq. km),AG.LND.AGRI.K2,Australia,AUS,3763720
Agricultural land (sq. km),AG.LND.AGRI.K2,Austria,AUT,27792
Agricultural land (sq. km),AG.LND.AGRI.K2,Azerbaijan,AZE,47668
Agricultural land (sq. km),AG.LND.AGRI.K2,"Bahamas, The",BHS,120
Agricultural land (sq. km),AG.LND.AGRI.K2,Bahrain,BHR,88.5
Agricultural land (sq. km),AG.LND.AGRI.K2,Bangladesh,BGD,92410
Agricultural land (sq. km),AG.LND.AGRI.K2,Barbados,BRB,150
Agricultural land (sq. km),AG.LND.AGRI.K2,Belarus,BLR,88980
Agricultural land (sq. km),AG.LND.AGRI.K2,Belgium,BEL,13557
Agricultural land (sq. km),AG.LND.AGRI.K2,Belize,BLZ,1570
Agricultural land (sq. km),AG.LND.AGRI.K2,Benin,BEN,36500
Agricultural land (sq. km),AG.LND.AGRI.K2,Bermuda,BMU,3
Agricultural land (sq. km),AG.LND.AGRI.K2,Bhutan,BTN,5200
Agricultural land (sq. km),AG.LND.AGRI.K2,Bolivia,BOL,374525
Agricultural land (sq. km),AG.LND.AGRI.K2,Bosnia and Herzegovina,BIH,21440
Agricultural land (sq. km),AG.LND.AGRI.K2,Botswana,BWA,258610
Agricultural land (sq. km),AG.LND.AGRI.K2,Brazil,BRA,2318342
Agricultural land (sq. km),AG.LND.AGRI.K2,British Virgin Islands,VGB,70
Agricultural land (sq. km),AG.LND.AGRI.K2,Brunei Darussalam,BRN,134
Agricultural land (sq. km),AG.LND.AGRI.K2,Bulgaria,BGR,50520
Agricultural land (sq. km),AG.LND.AGRI.K2,Burkina Faso,BFA,112420
Agricultural land (sq. km),AG.LND.AGRI.K2,Burundi,BDI,18330
Agricultural land (sq. km),AG.LND.AGRI.K2,Cabo Verde,CPV,780
Agricultural land (sq. km),AG.LND.AGRI.K2,Cambodia,KHM,54030
Agricultural land (sq. km),AG.LND.AGRI.K2,Cameroon,CMR,97000
Agricultural land (sq. km),AG.LND.AGRI.K2,Canada,CAN,582800
Agricultural land (sq. km),AG.LND.AGRI.K2,Cayman Islands,CYM,27
Agricultural land (sq. km),AG.LND.AGRI.K2,Central African Republic,CAF,49070
Agricultural land (sq. km),AG.LND.AGRI.K2,Chad,TCD,492350
Agricultural land (sq. km),AG.LND.AGRI.K2,Channel Islands,CHI,91.1
Agricultural land (sq. km),AG.LND.AGRI.K2,Chile,CHL,146314.22
Agricultural land (sq. km),AG.LND.AGRI.K2,China,CHN,5274623
Agricultural land (sq. km),AG.LND.AGRI.K2,Colombia,COL,425030
Agricultural land (sq. km),AG.LND.AGRI.K2,Comoros,COM,1330
Agricultural land (sq. km),AG.LND.AGRI.K2,"Congo, Dem. Rep.",COD,284290
Agricultural land (sq. km),AG.LND.AGRI.K2,"Congo, Rep.",COG,105760
Agricultural land (sq. km),AG.LND.AGRI.K2,Costa Rica,CRI,18190
Agricultural land (sq. km),AG.LND.AGRI.K2,Cote d'Ivoire,CIV,206000
Agricultural land (sq. km),AG.LND.AGRI.K2,Croatia,HRV,13338
Agricultural land (sq. km),AG.LND.AGRI.K2,Cuba,CUB,64612
Agricultural land (sq. km),AG.LND.AGRI.K2,Curacao,CUW,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Cyprus,CYP,1145
Agricultural land (sq. km),AG.LND.AGRI.K2,Czechia,CZE,35239.2
Agricultural land (sq. km),AG.LND.AGRI.K2,Denmark,DNK,26260
Agricultural land (sq. km),AG.LND.AGRI.K2,Djibouti,DJI,17023
Agricultural land (sq. km),AG.LND.AGRI.K2,Dominica,DMA,250
Agricultural land (sq. km),AG.LND.AGRI.K2,Dominican Republic,DOM,23970
Agricultural land (sq. km),AG.LND.AGRI.K2,Ecuador,ECU,74977
Agricultural land (sq. km),AG.LND.AGRI.K2,"Egypt, Arab Rep.",EGY,36710
Agricultural land (sq. km),AG.LND.AGRI.K2,El Salvador,SLV,12299
Agricultural land (sq. km),AG.LND.AGRI.K2,Equatorial Guinea,GNQ,1036.3
Agricultural land (sq. km),AG.LND.AGRI.K2,Eritrea,ERI,75920
Agricultural land (sq. km),AG.LND.AGRI.K2,Estonia,EST,9488
Agricultural land (sq. km),AG.LND.AGRI.K2,Eswatini,SWZ,12210.433
Agricultural land (sq. km),AG.LND.AGRI.K2,Ethiopia,ETH,356830
Agricultural land (sq. km),AG.LND.AGRI.K2,Faroe Islands,FRO,963.95
Agricultural land (sq. km),AG.LND.AGRI.K2,Fiji,FJI,3191
Agricultural land (sq. km),AG.LND.AGRI.K2,Finland,FIN,22919
Agricultural land (sq. km),AG.LND.AGRI.K2,France,FRA,289263
Agricultural land (sq. km),AG.LND.AGRI.K2,French Polynesia,PYF,445
Agricultural land (sq. km),AG.LND.AGRI.K2,Gabon,GAB,21175.9
Agricultural land (sq. km),AG.LND.AGRI.K2,"Gambia, The",GMB,6440
Agricultural land (sq. km),AG.LND.AGRI.K2,Georgia,GEO,24600
Agricultural land (sq. km),AG.LND.AGRI.K2,Germany,DEU,167000
Agricultural land (sq. km),AG.LND.AGRI.K2,Ghana,GHA,124004.38
Agricultural land (sq. km),AG.LND.AGRI.K2,Gibraltar,GIB,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Greece,GRC,74890
Agricultural land (sq. km),AG.LND.AGRI.K2,Greenland,GRL,2428
Agricultural land (sq. km),AG.LND.AGRI.K2,Grenada,GRD,100
Agricultural land (sq. km),AG.LND.AGRI.K2,Guam,GUM,180
Agricultural land (sq. km),AG.LND.AGRI.K2,Guatemala,GTM,43172
Agricultural land (sq. km),AG.LND.AGRI.K2,Guinea,GIN,143000
Agricultural land (sq. km),AG.LND.AGRI.K2,Guinea-Bissau,GNB,7475.7
Agricultural land (sq. km),AG.LND.AGRI.K2,Guyana,GUY,10420
Agricultural land (sq. km),AG.LND.AGRI.K2,Haiti,HTI,19840
Agricultural land (sq. km),AG.LND.AGRI.K2,Honduras,HND,32680
Agricultural land (sq. km),AG.LND.AGRI.K2,"Hong Kong SAR, China",HKG,55
Agricultural land (sq. km),AG.LND.AGRI.K2,Hungary,HUN,53430
Agricultural land (sq. km),AG.LND.AGRI.K2,Iceland,ISL,18740
Agricultural land (sq. km),AG.LND.AGRI.K2,India,IND,1795730
Agricultural land (sq. km),AG.LND.AGRI.K2,Indonesia,IDN,553800
Agricultural land (sq. km),AG.LND.AGRI.K2,"Iran, Islamic Rep.",IRN,465394
Agricultural land (sq. km),AG.LND.AGRI.K2,Iraq,IRQ,82200
Agricultural land (sq. km),AG.LND.AGRI.K2,Ireland,IRL,45680
Agricultural land (sq. km),AG.LND.AGRI.K2,Isle of Man,IMN,433.8
Agricultural land (sq. km),AG.LND.AGRI.K2,Israel,ISR,5045
Agricultural land (sq. km),AG.LND.AGRI.K2,Italy,ITA,143278
Agricultural land (sq. km),AG.LND.AGRI.K2,Jamaica,JAM,4213
Agricultural land (sq. km),AG.LND.AGRI.K2,Japan,JPN,49530
Agricultural land (sq. km),AG.LND.AGRI.K2,Jordan,JOR,10023
Agricultural land (sq. km),AG.LND.AGRI.K2,Kazakhstan,KAZ,2171618
Agricultural land (sq. km),AG.LND.AGRI.K2,Kenya,KEN,273100
Agricultural land (sq. km),AG.LND.AGRI.K2,Kiribati,KIR,340
Agricultural land (sq. km),AG.LND.AGRI.K2,"Korea, Dem. People's Rep.",PRK,26800
Agricultural land (sq. km),AG.LND.AGRI.K2,"Korea, Rep.",KOR,17730
Agricultural land (sq. km),AG.LND.AGRI.K2,Kosovo,XKX,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Kuwait,KWT,1520
Agricultural land (sq. km),AG.LND.AGRI.K2,Kyrgyz Republic,KGZ,106119
Agricultural land (sq. km),AG.LND.AGRI.K2,Lao PDR,LAO,22200
Agricultural land (sq. km),AG.LND.AGRI.K2,Latvia,LVA,18050
Agricultural land (sq. km),AG.LND.AGRI.K2,Lebanon,LBN,6400
Agricultural land (sq. km),AG.LND.AGRI.K2,Lesotho,LSO,23260
Agricultural land (sq. km),AG.LND.AGRI.K2,Liberia,LBR,16670.346
Agricultural land (sq. km),AG.LND.AGRI.K2,Libya,LBY,153510
Agricultural land (sq. km),AG.LND.AGRI.K2,Liechtenstein,LIE,57.3
Agricultural land (sq. km),AG.LND.AGRI.K2,Lithuania,LTU,27723
Agricultural land (sq. km),AG.LND.AGRI.K2,Luxembourg,LUX,1310.4
Agricultural land (sq. km),AG.LND.AGRI.K2,"Macao SAR, China",MAC,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Madagascar,MDG,408950
Agricultural land (sq. km),AG.LND.AGRI.K2,Malawi,MWI,54850
Agricultural land (sq. km),AG.LND.AGRI.K2,Malaysia,MYS,73893
Agricultural land (sq. km),AG.LND.AGRI.K2,Maldives,MDV,69
Agricultural land (sq. km),AG.LND.AGRI.K2,Mali,MLI,410510
Agricultural land (sq. km),AG.LND.AGRI.K2,Malta,MLT,103.3
Agricultural land (sq. km),AG.LND.AGRI.K2,Marshall Islands,MHL,85
Agricultural land (sq. km),AG.LND.AGRI.K2,Mauritania,MRT,397100
Agricultural land (sq. km),AG.LND.AGRI.K2,Mauritius,MUS,910
Agricultural land (sq. km),AG.LND.AGRI.K2,Mexico,MEX,1018070
Agricultural land (sq. km),AG.LND.AGRI.K2,"Micronesia, Fed. Sts.",FSM,50
Agricultural land (sq. km),AG.LND.AGRI.K2,Moldova,MDA,24650
Agricultural land (sq. km),AG.LND.AGRI.K2,Monaco,MCO,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Mongolia,MNG,1142100.3
Agricultural land (sq. km),AG.LND.AGRI.K2,Montenegro,MNE,5120
Agricultural land (sq. km),AG.LND.AGRI.K2,Morocco,MAR,299883
Agricultural land (sq. km),AG.LND.AGRI.K2,Mozambique,MOZ,396658.6
Agricultural land (sq. km),AG.LND.AGRI.K2,Myanmar,MMR,125260
Agricultural land (sq. km),AG.LND.AGRI.K2,Namibia,NAM,388090
Agricultural land (sq. km),AG.LND.AGRI.K2,Nauru,NRU,4
Agricultural land (sq. km),AG.LND.AGRI.K2,Nepal,NPL,41260
Agricultural land (sq. km),AG.LND.AGRI.K2,Netherlands,NLD,18723
Agricultural land (sq. km),AG.LND.AGRI.K2,New Caledonia,NCL,1986
Agricultural land (sq. km),AG.LND.AGRI.K2,New Zealand,NZL,114080
Agricultural land (sq. km),AG.LND.AGRI.K2,Nicaragua,NIC,50500
Agricultural land (sq. km),AG.LND.AGRI.K2,Niger,NER,439820
Agricultural land (sq. km),AG.LND.AGRI.K2,Nigeria,NGA,669940
Agricultural land (sq. km),AG.LND.AGRI.K2,North Macedonia,MKD,11190
Agricultural land (sq. km),AG.LND.AGRI.K2,Northern Mariana Islands,MNP,17
Agricultural land (sq. km),AG.LND.AGRI.K2,Norway,NOR,10059
Agricultural land (sq. km),AG.LND.AGRI.K2,Oman,OMN,14432
Agricultural land (sq. km),AG.LND.AGRI.K2,Pakistan,PAK,352420
Agricultural land (sq. km),AG.LND.AGRI.K2,Palau,PLW,43
Agricultural land (sq. km),AG.LND.AGRI.K2,Panama,PAN,22663.9
Agricultural land (sq. km),AG.LND.AGRI.K2,Papua New Guinea,PNG,12670
Agricultural land (sq. km),AG.LND.AGRI.K2,Paraguay,PRY,160451.4
Agricultural land (sq. km),AG.LND.AGRI.K2,Peru,PER,247943
Agricultural land (sq. km),AG.LND.AGRI.K2,Philippines,PHL,121000
Agricultural land (sq. km),AG.LND.AGRI.K2,Poland,POL,144490
Agricultural land (sq. km),AG.LND.AGRI.K2,Portugal,PRT,36541.7
Agricultural land (sq. km),AG.LND.AGRI.K2,Puerto Rico,PRI,1939
Agricultural land (sq. km),AG.LND.AGRI.K2,Qatar,QAT,681
Agricultural land (sq. km),AG.LND.AGRI.K2,Romania,ROU,141560
Agricultural land (sq. km),AG.LND.AGRI.K2,Russian Federation,RUS,2154940
Agricultural land (sq. km),AG.LND.AGRI.K2,Rwanda,RWA,19220
Agricultural land (sq. km),AG.LND.AGRI.K2,Samoa,WSM,415
Agricultural land (sq. km),AG.LND.AGRI.K2,San Marino,SMR,10
Agricultural land (sq. km),AG.LND.AGRI.K2,Sao Tome and Principe,STP,330
Agricultural land (sq. km),AG.LND.AGRI.K2,Saudi Arabia,SAU,1734060
Agricultural land (sq. km),AG.LND.AGRI.K2,Senegal,SEN,92780
Agricultural land (sq. km),AG.LND.AGRI.K2,Serbia,SRB,35216
Agricultural land (sq. km),AG.LND.AGRI.K2,Seychelles,SYC,24
Agricultural land (sq. km),AG.LND.AGRI.K2,Sierra Leone,SLE,39303.8
Agricultural land (sq. km),AG.LND.AGRI.K2,Singapore,SGP,7.4
Agricultural land (sq. km),AG.LND.AGRI.K2,Sint Maarten (Dutch part),SXM,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Slovak Republic,SVK,19447
Agricultural land (sq. km),AG.LND.AGRI.K2,Slovenia,SVN,6238.6
Agricultural land (sq. km),AG.LND.AGRI.K2,Solomon Islands,SLB,1080
Agricultural land (sq. km),AG.LND.AGRI.K2,Somalia,SOM,441260
Agricultural land (sq. km),AG.LND.AGRI.K2,South Africa,ZAF,968910
Agricultural land (sq. km),AG.LND.AGRI.K2,South Sudan,SSD,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Spain,ESP,275450
Agricultural land (sq. km),AG.LND.AGRI.K2,Sri Lanka,LKA,26200
Agricultural land (sq. km),AG.LND.AGRI.K2,St. Kitts and Nevis,KNA,57
Agricultural land (sq. km),AG.LND.AGRI.K2,St. Lucia,LCA,99.4
Agricultural land (sq. km),AG.LND.AGRI.K2,St. Martin (French part),MAF,..
Agricultural land (sq. km),AG.LND.AGRI.K2,St. Vincent and the Grenadines,VCT,70
Agricultural land (sq. km),AG.LND.AGRI.K2,Sudan,SDN,1372462
Agricultural land (sq. km),AG.LND.AGRI.K2,Suriname,SUR,783
Agricultural land (sq. km),AG.LND.AGRI.K2,Sweden,SWE,30737
Agricultural land (sq. km),AG.LND.AGRI.K2,Switzerland,CHE,15344.107
Agricultural land (sq. km),AG.LND.AGRI.K2,Syrian Arab Republic,SYR,139080
Agricultural land (sq. km),AG.LND.AGRI.K2,Tajikistan,TJK,47557
Agricultural land (sq. km),AG.LND.AGRI.K2,Tanzania,TZA,373990
Agricultural land (sq. km),AG.LND.AGRI.K2,Thailand,THA,228240
Agricultural land (sq. km),AG.LND.AGRI.K2,Timor-Leste,TLS,3380
Agricultural land (sq. km),AG.LND.AGRI.K2,Togo,TGO,36650
Agricultural land (sq. km),AG.LND.AGRI.K2,Tonga,TON,320
Agricultural land (sq. km),AG.LND.AGRI.K2,Trinidad and Tobago,TTO,540
Agricultural land (sq. km),AG.LND.AGRI.K2,Tunisia,TUN,100380
Agricultural land (sq. km),AG.LND.AGRI.K2,Turkiye,TUR,390120
Agricultural land (sq. km),AG.LND.AGRI.K2,Turkmenistan,TKM,340000
Agricultural land (sq. km),AG.LND.AGRI.K2,Turks and Caicos Islands,TCA,10
Agricultural land (sq. km),AG.LND.AGRI.K2,Tuvalu,TUV,18
Agricultural land (sq. km),AG.LND.AGRI.K2,Uganda,UGA,142650
Agricultural land (sq. km),AG.LND.AGRI.K2,Ukraine,UKR,412670
Agricultural land (sq. km),AG.LND.AGRI.K2,United Arab Emirates,ARE,3923
Agricultural land (sq. km),AG.LND.AGRI.K2,United Kingdom,GBR,172240
Agricultural land (sq. km),AG.LND.AGRI.K2,United States,USA,4069917
Agricultural land (sq. km),AG.LND.AGRI.K2,Uruguay,URY,144330
Agricultural land (sq. km),AG.LND.AGRI.K2,Uzbekistan,UZB,255980
Agricultural land (sq. km),AG.LND.AGRI.K2,Vanuatu,VUT,1870
Agricultural land (sq. km),AG.LND.AGRI.K2,"Venezuela, RB",VEN,215000
Agricultural land (sq. km),AG.LND.AGRI.K2,Viet Nam,VNM,107601
Agricultural land (sq. km),AG.LND.AGRI.K2,Virgin Islands (U.S.),VIR,40
Agricultural land (sq. km),AG.LND.AGRI.K2,West Bank and Gaza,PSE,3749
Agricultural land (sq. km),AG.LND.AGRI.K2,"Yemen, Rep.",YEM,235790
Agricultural land (sq. km),AG.LND.AGRI.K2,Zambia,ZMB,234360
Agricultural land (sq. km),AG.LND.AGRI.K2,Zimbabwe,ZWE,162000
Forest area (sq. km),AG.LND.FRST.K2,Afghanistan,AFG,12084.4
Forest area (sq. km),AG.LND.FRST.K2,Albania,ALB,7820.7
Forest area (sq. km),AG.LND.FRST.K2,Algeria,DZA,19180
Forest area (sq. km),AG.LND.FRST.K2,American Samoa,ASM,174.3
Forest area (sq. km),AG.LND.FRST.K2,Andorra,AND,160
Forest area (sq. km),AG.LND.FRST.K2,Angola,AGO,721580
Forest area (sq. km),AG.LND.FRST.K2,Antigua and Barbuda,ATG,87.8
Forest area (sq. km),AG.LND.FRST.K2,Argentina,ARG,302140
Forest area (sq. km),AG.LND.FRST.K2,Armenia,ARM,3305.6
Forest area (sq. km),AG.LND.FRST.K2,Aruba,ABW,4.2
Forest area (sq. km),AG.LND.FRST.K2,Australia,AUS,1295461
Forest area (sq. km),AG.LND.FRST.K2,Austria,AUT,38632
Forest area (sq. km),AG.LND.FRST.K2,Azerbaijan,AZE,10324.946
Forest area (sq. km),AG.LND.FRST.K2,"Bahamas, The",BHS,5098.6
Forest area (sq. km),AG.LND.FRST.K2,Bahrain,BHR,5.2
Forest area (sq. km),AG.LND.FRST.K2,Bangladesh,BGD,18883.42
Forest area (sq. km),AG.LND.FRST.K2,Barbados,BRB,63
Forest area (sq. km),AG.LND.FRST.K2,Belarus,BLR,86300
Forest area (sq. km),AG.LND.FRST.K2,Belgium,BEL,6898.7
Forest area (sq. km),AG.LND.FRST.K2,Belize,BLZ,13913.9
Forest area (sq. km),AG.LND.FRST.K2,Benin,BEN,36351.5
Forest area (sq. km),AG.LND.FRST.K2,Bermuda,BMU,10
Forest area (sq. km),AG.LND.FRST.K2,Bhutan,BTN,27052.9
Forest area (sq. km),AG.LND.FRST.K2,Bolivia,BOL,530860.1
Forest area (sq. km),AG.LND.FRST.K2,Bosnia and Herzegovina,BIH,21026.6
Forest area (sq. km),AG.LND.FRST.K2,Botswana,BWA,164377
Forest area (sq. km),AG.LND.FRST.K2,Brazil,BRA,5115807
Forest area (sq. km),AG.LND.FRST.K2,British Virgin Islands,VGB,36.4
Forest area (sq. km),AG.LND.FRST.K2,Brunei Darussalam,BRN,3800
Forest area (sq. km),AG.LND.FRST.K2,Bulgaria,BGR,37370
Forest area (sq. km),AG.LND.FRST.K2,Burkina Faso,BFA,67165
Forest area (sq. km),AG.LND.FRST.K2,Burundi,BDI,1939.4
Forest area (sq. km),AG.LND.FRST.K2,Cabo Verde,CPV,427.2
Forest area (sq. km),AG.LND.FRST.K2,Cambodia,KHM,105892.3
Forest area (sq. km),AG.LND.FRST.K2,Cameroon,CMR,209004.8
Forest area (sq. km),AG.LND.FRST.K2,Canada,CAN,3473222.1
Forest area (sq. km),AG.LND.FRST.K2,Cayman Islands,CYM,127.2
Forest area (sq. km),AG.LND.FRST.K2,Central African Republic,CAF,226030
Forest area (sq. km),AG.LND.FRST.K2,Chad,TCD,55300
Forest area (sq. km),AG.LND.FRST.K2,Channel Islands,CHI,10.2
Forest area (sq. km),AG.LND.FRST.K2,Chile,CHL,167252.6
Forest area (sq. km),AG.LND.FRST.K2,China,CHN,2006103.8
Forest area (sq. km),AG.LND.FRST.K2,Colombia,COL,608077.9
Forest area (sq. km),AG.LND.FRST.K2,Comoros,COM,373
Forest area (sq. km),AG.LND.FRST.K2,"Congo, Dem. Rep.",COD,1371690
Forest area (sq. km),AG.LND.FRST.K2,"Congo, Rep.",COG,220750
Forest area (sq. km),AG.LND.FRST.K2,Costa Rica,CRI,28712
Forest area (sq. km),AG.LND.FRST.K2,Cote d'Ivoire,CIV,39655.8
Forest area (sq. km),AG.LND.FRST.K2,Croatia,HRV,19200
Forest area (sq. km),AG.LND.FRST.K2,Cuba,CUB,29320
Forest area (sq. km),AG.LND.FRST.K2,Curacao,CUW,..
Forest area (sq. km),AG.LND.FRST.K2,Cyprus,CYP,1728.4
Forest area (sq. km),AG.LND.FRST.K2,Czechia,CZE,26573.8
Forest area (sq. km),AG.LND.FRST.K2,Denmark,DNK,5864.9
Forest area (sq. km),AG.LND.FRST.K2,Djibouti,DJI,56
Forest area (sq. km),AG.LND.FRST.K2,Dominica,DMA,478.7
Forest area (sq. km),AG.LND.FRST.K2,Dominican Republic,DOM,20731.2
Forest area (sq. km),AG.LND.FRST.K2,Ecuador,ECU,130281.9
Forest area (sq. km),AG.LND.FRST.K2,"Egypt, Arab Rep.",EGY,656.4
Forest area (sq. km),AG.LND.FRST.K2,El Salvador,SLV,6288.8
Forest area (sq. km),AG.LND.FRST.K2,Equatorial Guinea,GNQ,25320.1
Forest area (sq. km),AG.LND.FRST.K2,Eritrea,ERI,10868.6
Forest area (sq. km),AG.LND.FRST.K2,Estonia,EST,23360.2
Forest area (sq. km),AG.LND.FRST.K2,Eswatini,SWZ,4854.3
Forest area (sq. km),AG.LND.FRST.K2,Ethiopia,ETH,177985
Forest area (sq. km),AG.LND.FRST.K2,Faroe Islands,FRO,0.8
Forest area (sq. km),AG.LND.FRST.K2,Fiji,FJI,10732.4
Forest area (sq. km),AG.LND.FRST.K2,Finland,FIN,222420
Forest area (sq. km),AG.LND.FRST.K2,France,FRA,164190
Forest area (sq. km),AG.LND.FRST.K2,French Polynesia,PYF,1494.6
Forest area (sq. km),AG.LND.FRST.K2,Gabon,GAB,236494.1
Forest area (sq. km),AG.LND.FRST.K2,"Gambia, The",GMB,3000
Forest area (sq. km),AG.LND.FRST.K2,Georgia,GEO,28224
Forest area (sq. km),AG.LND.FRST.K2,Germany,DEU,114090
Forest area (sq. km),AG.LND.FRST.K2,Ghana,GHA,79429.3
Forest area (sq. km),AG.LND.FRST.K2,Gibraltar,GIB,0
Forest area (sq. km),AG.LND.FRST.K2,Greece,GRC,39018.03
Forest area (sq. km),AG.LND.FRST.K2,Greenland,GRL,2.2
Forest area (sq. km),AG.LND.FRST.K2,Grenada,GRD,177
Forest area (sq. km),AG.LND.FRST.K2,Guam,GUM,240
Forest area (sq. km),AG.LND.FRST.K2,Guatemala,GTM,37226
Forest area (sq. km),AG.LND.FRST.K2,Guinea,GIN,65690
Forest area (sq. km),AG.LND.FRST.K2,Guinea-Bissau,GNB,20644.3
Forest area (sq. km),AG.LND.FRST.K2,Guyana,GUY,185198.1
Forest area (sq. km),AG.LND.FRST.K2,Haiti,HTI,3783.8
Forest area (sq. km),AG.LND.FRST.K2,Honduras,HND,65754.7
Forest area (sq. km),AG.LND.FRST.K2,"Hong Kong SAR, China",HKG,..
Forest area (sq. km),AG.LND.FRST.K2,Hungary,HUN,20463.9
Forest area (sq. km),AG.LND.FRST.K2,Iceland,ISL,446.7
Forest area (sq. km),AG.LND.FRST.K2,India,IND,694960
Forest area (sq. km),AG.LND.FRST.K2,Indonesia,IDN,996592
Forest area (sq. km),AG.LND.FRST.K2,"Iran, Islamic Rep.",IRN,106919.8
Forest area (sq. km),AG.LND.FRST.K2,Iraq,IRQ,8250
Forest area (sq. km),AG.LND.FRST.K2,Ireland,IRL,7203.8
Forest area (sq. km),AG.LND.FRST.K2,Isle of Man,IMN,34.6
Forest area (sq. km),AG.LND.FRST.K2,Israel,ISR,1540
Forest area (sq. km),AG.LND.FRST.K2,Italy,ITA,90280.4
Forest area (sq. km),AG.LND.FRST.K2,Jamaica,JAM,5584.5
Forest area (sq. km),AG.LND.FRST.K2,Japan,JPN,249660
